No.,storeNumber,countryCode,ownershipTypeCode,schedule,slug,latitude,longitude,streetAddressLine1,streetAddressLine2,streetAddressLine3,city,countrySubdivisionCode,postalCode,currentTimeOffset,windowsTimeZoneId,olsonTimeZoneId,GMT,GMT_city,Mon,Tue,Wed,Thu,Fri,Sat,Sun
12546,14031-108061,US,CO,"[{'dayName': 'Today', 'hours': '5:00 AM to 8:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Tomorrow', 'hours': '5:00 AM to 8:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Thursday', 'hours': '5:00 AM to 8:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Friday', 'hours': '5:00 AM to 8:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Saturday', 'hours': '5:00 AM to 8:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Sunday', 'hours': '5:00 AM to 7:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Monday', 'hours': '5:00 AM to 8:00 PM', 'open': True, 'holiday': ''}]",10th-ave-215-se-10th-avenue-hillsboro-or-971234237-us,45.52084,-122.974133,215 SE 10th Avenue,Null,Null,Hillsboro,OR,971234237,-420,Pacific Standard Time,GMT-08:00 America/Los_Angeles,GMT-08:00,America/Los_Angeles,5:00 AM to 8:00 PM,5:00 AM to 8:00 PM,5:00 AM to 8:00 PM,5:00 AM to 8:00 PM,5:00 AM to 8:00 PM,5:00 AM to 8:00 PM,5:00 AM to 7:00 PM
12547,65445-299548,US,LS,"[{'dayName': 'Today', 'hours': '6:00 AM to 7:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Tomorrow', 'hours': '6:00 AM to 7:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Thursday', 'hours': '6:00 AM to 7:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Friday', 'hours': '6:00 AM to 7:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Saturday', 'hours': '6:00 AM to 7:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Sunday', 'hours': '6:00 AM to 7:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Monday', 'hours': '6:00 AM to 7:00 PM', 'open': True, 'holiday': ''}]",safeway-aloha-3557-6055-sw-185th-ave-beaverton-or-97007-us,45.475542,-122.868725,6055 SW 185th Ave,Null,Null,Beaverton,OR,97007,-420,Pacific Standard Time,GMT-08:00 America/Los_Angeles,GMT-08:00,America/Los_Angeles,6:00 AM to 7:00 PM,6:00 AM to 7:00 PM,6:00 AM to 7:00 PM,6:00 AM to 7:00 PM,6:00 AM to 7:00 PM,6:00 AM to 7:00 PM,6:00 AM to 7:00 PM
12548,15555-137086,US,LS,"[{'dayName': 'Today', 'hours': '6:00 AM to 7:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Tomorrow', 'hours': '6:00 AM to 7:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Thursday', 'hours': '6:00 AM to 7:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Friday', 'hours': '6:00 AM to 7:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Saturday', 'hours': '6:00 AM to 7:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Sunday', 'hours': '7:00 AM to 7:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Monday', 'hours': '7:00 AM to 7:00 PM', 'open': True, 'holiday': ''}]",fred-meyer-cornelius-wa-60-2200-baseline-st-cornelius-or-971138616-us,45.522126,-123.044708,2200 Baseline St,Null,Null,Cornelius,OR,971138616,-420,Pacific Standard Time,GMT-08:00 America/Los_Angeles,GMT-08:00,America/Los_Angeles,7:00 AM to 7:00 PM,6:00 AM to 7:00 PM,6:00 AM to 7:00 PM,6:00 AM to 7:00 PM,6:00 AM to 7:00 PM,6:00 AM to 7:00 PM,7:00 AM to 7:00 PM
12549,2794-85624,US,CO,"[{'dayName': 'Today', 'hours': '4:30 AM to 6:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Tomorrow', 'hours': '4:30 AM to 6:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Thursday', 'hours': '4:30 AM to 6:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Friday', 'hours': '4:30 AM to 6:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Saturday', 'hours': '5:00 AM to 6:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Sunday', 'hours': '5:00 AM to 6:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Monday', 'hours': '4:30 AM to 6:00 PM', 'open': True, 'holiday': ''}]",19th-e-baseline-1882-east-baseline-street-cornelius-or-971138208-u,45.520261,-123.049306,1882 East Baseline Street,Null,Null,Cornelius,OR,971138208,-420,Pacific Standard Time,GMT-08:00 America/Los_Angeles,GMT-08:00,America/Los_Angeles,4:30 AM to 6:00 PM,4:30 AM to 6:00 PM,4:30 AM to 6:00 PM,4:30 AM to 6:00 PM,4:30 AM to 6:00 PM,5:00 AM to 6:00 PM,5:00 AM to 6:00 PM
12550,74325-79122,US,LS,"[{'dayName': 'Today', 'hours': '6:00 AM to 7:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Tomorrow', 'hours': '6:00 AM to 7:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Thursday', 'hours': '6:00 AM to 7:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Friday', 'hours': '6:00 AM to 7:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Saturday', 'hours': '6:00 AM to 7:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Sunday', 'hours': '6:00 AM to 7:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Monday', 'hours': '6:00 AM to 7:00 PM', 'open': True, 'holiday': ''}]",safeway-beaverton-2631-14555-sw-teal-blvd-beaverton-or-970076193-us,45.442316,-122.826635,14555 SW Teal Blvd,Null,Null,Beaverton,OR,970076193,-420,Pacific Standard Time,GMT-08:00 America/Los_Angeles,GMT-08:00,America/Los_Angeles,6:00 AM to 7:00 PM,6:00 AM to 7:00 PM,6:00 AM to 7:00 PM,6:00 AM to 7:00 PM,6:00 AM to 7:00 PM,6:00 AM to 7:00 PM,6:00 AM to 7:00 PM
12551,478-2786,US,CO,"[{'dayName': 'Today', 'hours': '5:00 AM to 6:30 PM', 'open': True, 'holiday': ''}, {'dayName': 'Tomorrow', 'hours': '5:00 AM to 6:30 PM', 'open': True, 'holiday': ''}, {'dayName': 'Thursday', 'hours': '5:00 AM to 6:30 PM', 'open': True, 'holiday': ''}, {'dayName': 'Friday', 'hours': '5:00 AM to 6:30 PM', 'open': True, 'holiday': ''}, {'dayName': 'Saturday', 'hours': '6:00 AM to 6:30 PM', 'open': True, 'holiday': ''}, {'dayName': 'Sunday', 'hours': '6:00 AM to 6:30 PM', 'open': True, 'holiday': ''}, {'dayName': 'Monday', 'hours': '5:00 AM to 6:30 PM', 'open': True, 'holiday': ''}]",murray-scholls-14600-sw-murray-scholls-dr-murray-scholls-town-cen,45.438224,-122.82666,14600 SW Murray Scholls Dr,107,Murray Scholls Town Center,Beaverton,OR,970079712,-420,Pacific Standard Time,GMT-08:00 America/Los_Angeles,GMT-08:00,America/Los_Angeles,5:00 AM to 6:30 PM,5:00 AM to 6:30 PM,5:00 AM to 6:30 PM,5:00 AM to 6:30 PM,5:00 AM to 6:30 PM,6:00 AM to 6:30 PM,6:00 AM to 6:30 PM
12552,447-896,US,CO,"[{'dayName': 'Today', 'hours': '5:00 AM to 6:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Tomorrow', 'hours': '5:00 AM to 6:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Thursday', 'hours': '5:00 AM to 6:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Friday', 'hours': '5:00 AM to 6:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Saturday', 'hours': '5:00 AM to 6:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Sunday', 'hours': '5:00 AM to 6:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Monday', 'hours': '5:00 AM to 6:00 PM', 'open': True, 'holiday': ''}]",scholls-ferry-tigard-12700-sw-dakota-scholls-center-tigard-or-972230802,45.442968,-122.805802,12700 SW Dakota,#120,Scholls Center,Tigard,OR,972230802,-420,Pacific Standard Time,GMT-08:00 America/Los_Angeles,GMT-08:00,America/Los_Angeles,5:00 AM to 6:00 PM,5:00 AM to 6:00 PM,5:00 AM to 6:00 PM,5:00 AM to 6:00 PM,5:00 AM to 6:00 PM,5:00 AM to 6:00 PM,5:00 AM to 6:00 PM
12553,73188-21449,US,LS,"[{'dayName': 'Today', 'hours': '6:00 AM to 6:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Tomorrow', 'hours': '6:00 AM to 6:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Thursday', 'hours': '6:00 AM to 6:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Friday', 'hours': '6:00 AM to 6:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Saturday', 'hours': '6:00 AM to 6:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Sunday', 'hours': '6:00 AM to 6:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Monday', 'hours': '6:00 AM to 6:00 PM', 'open': True, 'holiday': ''}]",albertsons-tigard-3542-14300-sw-barrows-rd-tigard-or-972232063-us,45.431543,-122.823758,14300 SW Barrows Rd,Null,Null,Tigard,OR,972232063,-420,Pacific Standard Time,GMT-08:00 America/Los_Angeles,GMT-08:00,America/Los_Angeles,6:00 AM to 6:00 PM,6:00 AM to 6:00 PM,6:00 AM to 6:00 PM,6:00 AM to 6:00 PM,6:00 AM to 6:00 PM,6:00 AM to 6:00 PM,6:00 AM to 6:00 PM
12554,24162-229345,US,CO,"[{'dayName': 'Today', 'hours': '5:00 AM to 7:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Tomorrow', 'hours': '5:00 AM to 7:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Thursday', 'hours': '5:00 AM to 7:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Friday', 'hours': '5:00 AM to 7:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Saturday', 'hours': '5:00 AM to 7:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Sunday', 'hours': '6:00 AM to 6:30 PM', 'open': True, 'holiday': ''}, {'dayName': 'Monday', 'hours': '5:00 AM to 7:00 PM', 'open': True, 'holiday': ''}]",sw-greenburg-sw-shady-ln-9785-sw-shady-lane-tigard-or-972235434-us,45.442357,-122.777659,9785 SW Shady Lane,Null,Null,Tigard,OR,972235434,-420,Pacific Standard Time,GMT-08:00 America/Los_Angeles,GMT-08:00,America/Los_Angeles,5:00 AM to 7:00 PM,5:00 AM to 7:00 PM,5:00 AM to 7:00 PM,5:00 AM to 7:00 PM,5:00 AM to 7:00 PM,5:00 AM to 7:00 PM,6:00 AM to 6:30 PM
12555,51249-276065,US,CO,"[{'dayName': 'Today', 'hours': '5:30 AM to 8:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Tomorrow', 'hours': '5:30 AM to 6:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Thursday', 'hours': '5:30 AM to 8:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Friday', 'hours': '5:30 AM to 8:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Saturday', 'hours': '5:30 AM to 8:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Sunday', 'hours': '6:00 AM to 8:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Monday', 'hours': '5:30 AM to 8:00 PM', 'open': True, 'holiday': ''}]",151st-hardy-overland-park-8301-w-151st-st-overland-park-ks-662232121-us,38.854289,-94.683137,8301 W. 151st St,Null,Null,Overland Park,KS,662232121,-300,Central Standard Time,GMT-06:00 America/Chicago,GMT-06:00,America/Chicago,5:30 AM to 8:00 PM,5:30 AM to 8:00 PM,5:30 AM to 6:00 PM,5:30 AM to 8:00 PM,5:30 AM to 8:00 PM,5:30 AM to 8:00 PM,6:00 AM to 8:00 PM
12556,17698-185245,US,LS,"[{'dayName': 'Today', 'hours': '8:00 AM to 9:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Tomorrow', 'hours': '8:00 AM to 9:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Thursday', 'hours': '8:00 AM to 9:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Friday', 'hours': '8:00 AM to 9:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Saturday', 'hours': '8:00 AM to 9:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Sunday', 'hours': '8:00 AM to 9:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Monday', 'hours': '8:00 AM to 9:00 PM', 'open': True, 'holiday': ''}]",target-overland-park-south-t-1842-8101-w-151st-overland-park-ks-66223-us,38.853323,-94.682554,8101 W 151st,Null,Null,Overland Park,KS,66223,-300,Central Standard Time,GMT-06:00 America/Chicago,GMT-06:00,America/Chicago,8:00 AM to 9:00 PM,8:00 AM to 9:00 PM,8:00 AM to 9:00 PM,8:00 AM to 9:00 PM,8:00 AM to 9:00 PM,8:00 AM to 9:00 PM,8:00 AM to 9:00 PM
12557,48067-254205,US,LS,"[{'dayName': 'Today', 'hours': '6:00 AM to 7:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Tomorrow', 'hours': '6:00 AM to 7:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Thursday', 'hours': '6:00 AM to 7:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Friday', 'hours': '6:00 AM to 7:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Saturday', 'hours': '6:00 AM to 7:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Sunday', 'hours': '6:00 AM to 6:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Monday', 'hours': '6:00 AM to 7:00 PM', 'open': True, 'holiday': ''}]",cosentinos-overland-park-8051-w-160th-st-overland-park-ks-66085-us,38.83812,-94.684806,8051 W. 160th St.,Null,Null,Overland Park,KS,66085,-300,Central Standard Time,GMT-06:00 America/Chicago,GMT-06:00,America/Chicago,6:00 AM to 7:00 PM,6:00 AM to 7:00 PM,6:00 AM to 7:00 PM,6:00 AM to 7:00 PM,6:00 AM to 7:00 PM,6:00 AM to 7:00 PM,6:00 AM to 6:00 PM
12558,22424-213024,US,CO,"[{'dayName': 'Today', 'hours': '4:30 AM to 8:30 PM', 'open': True, 'holiday': ''}, {'dayName': 'Tomorrow', 'hours': '4:30 AM to 8:30 PM', 'open': True, 'holiday': ''}, {'dayName': 'Thursday', 'hours': '4:30 AM to 8:30 PM', 'open': True, 'holiday': ''}, {'dayName': 'Friday', 'hours': '4:30 AM to 8:30 PM', 'open': True, 'holiday': ''}, {'dayName': 'Saturday', 'hours': '4:30 AM to 8:30 PM', 'open': True, 'holiday': ''}, {'dayName': 'Sunday', 'hours': '5:00 AM to 8:30 PM', 'open': True, 'holiday': ''}, {'dayName': 'Monday', 'hours': '4:30 AM to 8:30 PM', 'open': True, 'holiday': ''}]",interstate-5-rush-road-1290-rush-rd-napavine-wa-985328822-us,46.604838,-122.907934,1290 Rush Rd,B,Null,Napavine,WA,985328822,-420,Pacific Standard Time,GMT-08:00 America/Los_Angeles,GMT-08:00,America/Los_Angeles,4:30 AM to 8:30 PM,4:30 AM to 8:30 PM,4:30 AM to 8:30 PM,4:30 AM to 8:30 PM,4:30 AM to 8:30 PM,4:30 AM to 8:30 PM,5:00 AM to 8:30 PM
12559,79724-101471,US,LS,"[{'dayName': 'Today', 'hours': '6:00 AM to 7:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Tomorrow', 'hours': '6:00 AM to 7:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Thursday', 'hours': '6:00 AM to 7:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Friday', 'hours': '6:00 AM to 7:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Saturday', 'hours': '6:00 AM to 7:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Sunday', 'hours': '6:00 AM to 7:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Monday', 'hours': '6:00 AM to 7:00 PM', 'open': True, 'holiday': ''}]",safeway-chehalis-3525-1100-s-market-blvd-chehalis-wa-985323428-us,46.654861,-122.95375,1100 S Market Blvd,Null,Null,Chehalis,WA,985323428,-420,Pacific Standard Time,GMT-08:00 America/Los_Angeles,GMT-08:00,America/Los_Angeles,6:00 AM to 7:00 PM,6:00 AM to 7:00 PM,6:00 AM to 7:00 PM,6:00 AM to 7:00 PM,6:00 AM to 7:00 PM,6:00 AM to 7:00 PM,6:00 AM to 7:00 PM
12560,3381-66100,US,CO,"[{'dayName': 'Today', 'hours': '5:00 AM to 8:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Tomorrow', 'hours': '5:00 AM to 8:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Thursday', 'hours': '5:00 AM to 8:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Friday', 'hours': '5:00 AM to 8:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Saturday', 'hours': '5:30 AM to 8:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Sunday', 'hours': '5:30 AM to 8:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Monday', 'hours': '5:00 AM to 8:00 PM', 'open': True, 'holiday': ''}]",chehalis-1531-nw-louisiana-ave-chehalis-wa-985321748-us,46.676875,-122.979421,1531 NW Louisiana Ave,Null,Null,Chehalis,WA,985321748,-420,Pacific Standard Time,GMT-08:00 America/Los_Angeles,GMT-08:00,America/Los_Angeles,5:00 AM to 8:00 PM,5:00 AM to 8:00 PM,5:00 AM to 8:00 PM,5:00 AM to 8:00 PM,5:00 AM to 8:00 PM,5:30 AM to 8:00 PM,5:30 AM to 8:00 PM
12561,76435-95413,US,LS,"[{'dayName': 'Today', 'hours': '8:00 AM to 9:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Tomorrow', 'hours': '8:00 AM to 9:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Thursday', 'hours': '8:00 AM to 9:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Friday', 'hours': '8:00 AM to 9:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Saturday', 'hours': '8:00 AM to 9:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Sunday', 'hours': '8:00 AM to 9:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Monday', 'hours': '8:00 AM to 9:00 PM', 'open': True, 'holiday': ''}]",target-destin-t-2085-853-harbor-blvd-destin-fl-325412709-us,30.389387,-86.48185,853 Harbor Blvd,Null,Null,Destin,FL,325412709,-300,Central Standard Time,GMT-06:00 America/Chicago,GMT-06:00,America/Chicago,8:00 AM to 9:00 PM,8:00 AM to 9:00 PM,8:00 AM to 9:00 PM,8:00 AM to 9:00 PM,8:00 AM to 9:00 PM,8:00 AM to 9:00 PM,8:00 AM to 9:00 PM
12562,50833-271265,US,CO,"[{'dayName': 'Today', 'hours': '5:00 AM to 9:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Tomorrow', 'hours': '5:00 AM to 9:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Thursday', 'hours': '5:00 AM to 9:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Friday', 'hours': '5:00 AM to 9:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Saturday', 'hours': '5:00 AM to 9:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Sunday', 'hours': '5:00 AM to 9:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Monday', 'hours': '5:00 AM to 9:00 PM', 'open': True, 'holiday': ''}]",e-john-sims-revell-st-1380-e-john-sims-pkwy-niceville-fl-325782208-us,30.514921,-86.45845,1380 E. John Sims Pkwy,Null,Null,Niceville,FL,325782208,-300,Central Standard Time,GMT-06:00 America/Chicago,GMT-06:00,America/Chicago,5:00 AM to 9:00 PM,5:00 AM to 9:00 PM,5:00 AM to 9:00 PM,5:00 AM to 9:00 PM,5:00 AM to 9:00 PM,5:00 AM to 9:00 PM,5:00 AM to 9:00 PM
12563,13613-106969,US,CO,"[{'dayName': 'Today', 'hours': '5:30 AM to 9:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Tomorrow', 'hours': '5:30 AM to 9:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Thursday', 'hours': '5:30 AM to 9:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Friday', 'hours': '5:30 AM to 9:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Saturday', 'hours': '5:30 AM to 9:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Sunday', 'hours': '5:30 AM to 9:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Monday', 'hours': '5:30 AM to 9:00 PM', 'open': True, 'holiday': ''}]",charleston-lincoln-e-st-437-w-lincoln-avenue-charleston-il-619203022-us,39.484884,-88.186262,437 W Lincoln Avenue,Null,Null,Charleston,IL,619203022,-300,Central Standard Time,GMT-06:00 America/Chicago,GMT-06:00,America/Chicago,5:30 AM to 9:00 PM,5:30 AM to 9:00 PM,5:30 AM to 9:00 PM,5:30 AM to 9:00 PM,5:30 AM to 9:00 PM,5:30 AM to 9:00 PM,5:30 AM to 9:00 PM
12564,50600-258592,US,CO,"[{'dayName': 'Today', 'hours': '5:30 AM to 9:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Tomorrow', 'hours': '5:30 AM to 9:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Thursday', 'hours': '5:30 AM to 9:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Friday', 'hours': '5:30 AM to 9:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Saturday', 'hours': '5:30 AM to 9:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Sunday', 'hours': '5:30 AM to 9:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Monday', 'hours': '5:30 AM to 9:00 PM', 'open': True, 'holiday': ''}]",mattoon-starbucks-1023-charleston-ave-east-mattoon-il-619386226-us,39.4838,-88.333109,1023 Charleston Ave East,Null,Null,Mattoon,IL,619386226,-300,Central Standard Time,GMT-06:00 America/Chicago,GMT-06:00,America/Chicago,5:30 AM to 9:00 PM,5:30 AM to 9:00 PM,5:30 AM to 9:00 PM,5:30 AM to 9:00 PM,5:30 AM to 9:00 PM,5:30 AM to 9:00 PM,5:30 AM to 9:00 PM
12565,9648-96552,US,CO,"[{'dayName': 'Today', 'hours': '5:30 AM to 4:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Tomorrow', 'hours': '5:30 AM to 4:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Thursday', 'hours': '5:30 AM to 4:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Friday', 'hours': '5:30 AM to 4:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Saturday', 'hours': '5:30 AM to 4:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Sunday', 'hours': '5:30 AM to 9:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Monday', 'hours': '5:30 AM to 9:00 PM', 'open': True, 'holiday': ''}]",i-70-hwy-32-1700-avenue-of-mid-america-effingham-il-624014500-,39.138963,-88.566658,1700 Avenue of Mid America,Null,Null,Effingham,IL,624014500,-300,Central Standard Time,GMT-06:00 America/Chicago,GMT-06:00,America/Chicago,5:30 AM to 9:00 PM,5:30 AM to 4:00 PM,5:30 AM to 4:00 PM,5:30 AM to 4:00 PM,5:30 AM to 4:00 PM,5:30 AM to 4:00 PM,5:30 AM to 9:00 PM
12566,2727-87505,US,CO,"[{'dayName': 'Today', 'hours': '5:30 AM to 9:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Tomorrow', 'hours': '5:30 AM to 5:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Thursday', 'hours': '5:30 AM to 9:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Friday', 'hours': '5:30 AM to 9:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Saturday', 'hours': '6:00 AM to 8:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Sunday', 'hours': '6:00 AM to 8:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Monday', 'hours': '5:30 AM to 9:00 PM', 'open': True, 'holiday': ''}]",us-41-margaret-3017-south-us-41-terre-haute-in-478023791-us,39.433162,-87.414161,3017 South US 41,Null,Null,Terre Haute,IN,478023791,-240,US Eastern Standard Time,GMT-05:00 America/Indiana/Indianapolis,GMT-05:00,America/Indiana/Indianapolis,5:30 AM to 9:00 PM,5:30 AM to 9:00 PM,5:30 AM to 5:00 PM,5:30 AM to 9:00 PM,5:30 AM to 9:00 PM,6:00 AM to 8:00 PM,6:00 AM to 8:00 PM
12567,55258-281837,US,LS,"[{'dayName': 'Today', 'hours': '8:00 AM to 2:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Tomorrow', 'hours': '8:00 AM to 2:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Thursday', 'hours': '8:00 AM to 2:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Friday', 'hours': '8:00 AM to 2:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Saturday', 'hours': 'Closed', 'open': False, 'holiday': ''}, {'dayName': 'Sunday', 'hours': 'Closed', 'open': False, 'holiday': ''}, {'dayName': 'Monday', 'hours': '8:00 AM to 2:00 PM', 'open': True, 'holiday': ''}]",sodexo-indiana-state-university-550-chestnut-st-terre-haute-in-47809-us,39.470812,-87.410897,550 CHESTNUT ST,Null,Null,Terre Haute,IN,47809,-240,US Eastern Standard Time,GMT-05:00 America/Indiana/Indianapolis,GMT-05:00,America/Indiana/Indianapolis,8:00 AM to 2:00 PM,8:00 AM to 2:00 PM,8:00 AM to 2:00 PM,8:00 AM to 2:00 PM,8:00 AM to 2:00 PM,Closed,Closed
12568,13952-108223,US,CO,"[{'dayName': 'Today', 'hours': '5:30 AM to 8:30 PM', 'open': True, 'holiday': ''}, {'dayName': 'Tomorrow', 'hours': '5:30 AM to 8:30 PM', 'open': True, 'holiday': ''}, {'dayName': 'Thursday', 'hours': '7:00 AM to 2:00 PM', 'open': True, 'holiday': 'Thanksgiving Day'}, {'dayName': 'Friday', 'hours': '5:30 AM to 8:30 PM', 'open': True, 'holiday': ''}, {'dayName': 'Saturday', 'hours': '6:30 AM to 8:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Sunday', 'hours': '6:30 AM to 8:00 PM', 'open': True, 'holiday': ''}, {'dayName': 'Monday', 'hours': '5:30 AM to 8:30 PM', 'open': True, 'holiday': ''}]",us-hwy-41-southpointe-4900-us-highway-41-south-south-pointe-crossing-ter,39.407329,-87.408457,4900 US Highway 41 South,Null,South Pointe Crossing,Terre Haute,IN,478024495,-240,US Eastern Standard Time,GMT-05:00 America/Indiana/Indianapolis,GMT-05:00,America/Indiana/Indianapolis,5:30 AM to 8:30 PM,5:30 AM to 8:30 PM,5:30 AM to 8:30 PM,7:00 AM to 2:00 PM,5:30 AM to 8:30 PM,6:30 AM to 8:00 PM,6:30 AM to 8:00 PM
